doi,type,year,source,title,IC2-RQ1,IC2-RQ2,IC2-RQ3,IC3,EC3,EC6,Decisions,Comments,,
10.1016/j.jrmge.2023.12.021,article,2024.0,Journal of Rock Mechanics and Geotechnical Engineering,Impact of supercritical carbon dioxide on the frictional strength of and the transport through thin cracks in shale,False,False,False,False,False,False,N,,,
10.1016/j.oceaneng.2022.112872,article,2022.0,Ocean Engineering,Increased efficiency of hydrokinetic turbines through the use of an obstacle on the channel bottom,False,False,False,False,False,False,N,,,
10.1016/j.ijheatfluidflow.2005.08.007,article,2006.0,International Journal of Heat and Fluid Flow,Computation of unsteady flow and aerodynamic noise of NACA0018 airfoil using large-eddy simulation,False,False,False,False,False,False,N,,,
10.1021/acschembio.1c00192,article,2021.0,ACS Chemical Biology,A Gut-Restricted Lithocholic Acid Analog as an Inhibitor of Gut Bacterial Bile Salt Hydrolases,False,False,False,False,False,False,N,,,
10.1109/MNET.2025.3551343,article,2025.0,IEEE Network,Satellite-UAV Networks for 6G Control: A Sensing-Communication-Computing-Control Closed Loop Perspective,False,False,False,False,False,False,N,,,
10.1016/0920-3796(96)00442-5,article,1996.0,Fusion Engineering and Design,Analogue feedback control system of RFX,False,False,False,False,False,False,N,,,
10.1016/j.jmatprotec.2020.116800,article,2020.0,Journal of Materials Processing Technology,Microstructures refinement and mechanical properties enhancement of aluminum and magnesium alloys by combining distributary-confluence channel process for semisolid slurry preparation with high pressure die-casting,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2015.03.009,article,2015.0,Microelectronics Journal,"An 8 bit, 100kS/s, switch-capacitor DAC SAR ADC for RFID applications",False,False,False,False,False,False,N,,,
10.1016/j.proeng.2016.11.466,article,2016.0,Procedia Engineering,Automatic Bridge-based Interface for Differential Capacitive Full Sensing,False,False,False,False,False,False,N,,,
10.1016/j.enconman.2024.118071,article,2024.0,Energy Conversion and Management,A joint solution framework for the optimal operation and evaluation of integrated energy systems based on exergy,False,False,False,False,False,False,N,,,
10.1016/j.optlastec.2004.06.008,article,2005.0,Optics & Laser Technology,Optical data storage on protein using angular multiplexing,False,False,False,False,False,False,N,,,
10.1162/tacl_a_00051,article,2017.0,Transactions of the Association for Computational Linguistics,Enriching Word Vectors with Subword Information,True,False,False,False,False,False,Y,,,
10.1016/j.optlaseng.2020.106411,article,2021.0,Optics and Lasers in Engineering,On the application of an optimized Frequency-Phase Modulated waveform for enhanced infrared thermal wave radar imaging of composites,False,False,False,False,False,False,N,,,
10.1016/j.nucengdes.2014.11.001,article,2015.0,Nuclear Engineering and Design,Heat transfer to liquid metals in a hexagonal rod bundle with grid spacers: Experimental and simulation results,False,False,False,False,False,False,N,,,
10.1145/3369810,article,2020.0,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,Data-Driven Battery-Lifetime-Aware Scheduling for Electric Bus Fleets,False,False,False,False,False,False,N,,,
10.1007/978-3-031-16178-0_9,inproceedings,2023.0,Advances in Data Science and Artificial Intelligence,An {Analogous} {Review} of the {Challenges} and {Endeavor} in {Suspense} {Story} {Generation} {Technique},False,False,False,False,False,False,NA,,,
10.1109/MIXDES.2015.7208494,inproceedings,2015.0,2015 22nd International Conference Mixed Design of Integrated Circuits & Systems (MIXDES),Methods of 3D images quality assesment,False,False,False,False,False,False,N,,,
10.1109/HST53381.2021.9619834,inproceedings,2021.0,2021 IEEE International Symposium on Technologies for Homeland Security (HST),Machine-Learning PUF-based Detection of RF Anomalies in a Cluttered RF Environment,False,False,False,False,False,False,N,,,
10.1145/3290605.3300526,inproceedings,2019.0,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,Metaphoria: An Algorithmic Companion for Metaphor Creation,True,True,False,False,False,False,Y,,,
10.1109/ICEMS.2009.5382953,inproceedings,2009.0,2009 International Conference on Electrical Machines and Systems,A novel PFC buck chopper for single-phase with single switching device,False,False,False,False,False,False,N,,,
10.18653/v1/W17-4906,inproceedings,2017.0,Proceedings of the Workshop on Stylistic Variation,{\textquotedblleft}Deep{\textquotedblright} Learning : Detecting Metaphoricity in Adjective-Noun Pairs,False,True,False,False,False,False,Y,,,
10.1016/j.proci.2018.08.011,article,2019.0,Proceedings of the Combustion Institute,Co-oxidation of methane (CH4) and carbon disulfide (CS2),False,False,False,False,False,False,N,,,
10.1016/j.measurement.2011.10.012,article,2012.0,Measurement,Surface electrode switching of a 16-electrode wireless EIT system using RF-based digital data transmission scheme with 8 channel encoder/decoder ICs,False,False,False,False,False,False,N,,,
10.1016/j.compeleceng.2021.107162,article,2021.0,Computers & Electrical Engineering,Simultaneous fault localization and detection of analog circuits using deep learning approach,False,False,False,False,False,False,N,,,
10.1016/j.ijrefrig.2015.05.008,article,2015.0,International Journal of Refrigeration,Comparison analysis of different refrigerants in solar-air hybrid heat source heat pump water heater,False,False,False,False,False,False,N,,,
10.1016/j.icheatmasstransfer.2022.106242,article,2022.0,International Communications in Heat and Mass Transfer,Numerical study of convective heat transfer to supercritical CO2 in vertical heated tubes,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2021.105097,article,2021.0,Microelectronics Journal,A compact QRS detection system based on 0.79 μW analog CMOS energy-of-derivative circuit,False,False,False,False,False,False,N,,,
10.1016/0013-7944(80)90038-7,article,1980.0,Engineering Fracture Mechanics,The practical evaluation of stress intensity factors at semi-infinite crack tips,False,False,False,False,False,False,N,,,
10.1016/S0045-7949(99)00066-8,article,2000.0,Computers & Structures,"Elastic deformation of ribbed plates under static, transverse and inplane loading",False,False,False,False,False,False,N,,,
10.1007/978-3-642-21735-7_46,inproceedings,2011.0,Artificial Neural Networks and Machine Learning – ICANN 2011,Topic-{Dependent} {Document} {Ranking}: {Citation} {Network} {Analysis} by {Analogy} to {Memory} {Retrieval} in the {Brain},False,False,False,False,False,False,N,,,
10.1109/BMSB.2018.8436918,inproceedings,2018.0,2018 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),Performance Evaluation of ATSC 3.0 Mobile Service with LDM/TDM Under TU-6 Channel,False,False,False,False,False,False,N,,,
10.23919/FRUCT64283.2024.10749935,inproceedings,2024.0,2024 36th Conference of Open Innovations Association (FRUCT),A Comprehensive Study of Bengali Embedding Models: Insights and Evaluations,False,False,False,False,False,False,N,,,
10.1016/j.bios.2016.06.008,article,2016.0,Biosensors and Bioelectronics,Target-triggered triple isothermal cascade amplification strategy for ultrasensitive microRNA-21 detection at sub-attomole level,False,False,False,False,False,False,N,,,
10.1111/cgf.14186,article,2021.0,Computer Graphics Forum,Structural Analogy from a Single Image Pair,True,False,False,False,False,False,Y,,,
10.1016/j.ijsolstr.2024.113050,article,2024.0,International Journal of Solids and Structures,Flexural wave propagation in canonical quasicrystalline-generated waveguides,False,False,False,False,False,False,N,,,
10.1109/ACCESS.2024.3406781,article,2024.0,IEEE Access,Modified Asymmetrical H-Bridge MLI With Minimum Switching Loss and Harmonic Distortion Using JAYA Algorithm,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2005.06.001,article,2005.0,Microelectronics Journal,Built-in self-test of global interconnects of field programmable analog arrays,False,False,False,False,False,False,N,,,
10.1109/iV.2018.00063,inproceedings,2018.0,2018 22nd International Conference Information Visualisation (IV),Dimensional Morphing Interface for Dynamic Learning Evaluation,False,False,False,False,False,False,N,,,
10.1016/j.optlastec.2012.12.024,article,2013.0,Optics & Laser Technology,Lidar with SiPM: Some capabilities and limitations in real environment,False,False,False,False,False,False,N,,,
10.1145/1389095.1389111,inproceedings,2008.0,Proceedings of the 10th Annual Conference on Genetic and Evolutionary Computation,Enhanced generalized ant programming (EGAP),False,False,False,False,False,False,N,,,
10.1021/acschembio.1c00259,article,2021.0,ACS Chemical Biology,Heterologous Catalysis of the Final Steps of Tetracycline Biosynthesis by Saccharomyces cerevisiae,False,False,False,False,False,False,N,,,
10.1016/j.enbuild.2011.06.033,article,2011.0,Energy and Buildings,Flow generated by a thermal plume in a cooled-ceiling system,False,False,False,False,False,False,N,,,
10.1016/j.engfracmech.2021.107874,article,2021.0,Engineering Fracture Mechanics,A new framework based on XFEM for cracked semipermeable piezoelectric material,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2012.05.010,article,2012.0,Microelectronics Journal,A design automation system for CMOS analog integrated circuits using New Hybrid Shuffled Frog Leaping Algorithm,False,False,False,False,False,False,N,,,
10.1109/ICCV51070.2023.01494,inproceedings,2023.0,2023 IEEE/CVF International Conference on Computer Vision (ICCV),Randomized Quantization: A Generic Augmentation for Data Agnostic Self-supervised Learning,False,False,False,False,False,False,N,,,
10.1016/j.jpdc.2017.10.013,article,2019.0,Journal of Parallel and Distributed Computing,Performance considerations for scalable parallel tensor decomposition,False,False,False,False,False,False,N,,,
10.1109/ICCIT57492.2022.10054703,inproceedings,2022.0,2022 25th International Conference on Computer and Information Technology (ICCIT),Semantic Clustering of Bangla Natural Word using Different Word Embedding Techniques,False,False,False,False,False,False,N,,,
10.1109/MILCOM.2006.302502,inproceedings,2006.0,MILCOM 2006 - 2006 IEEE Military Communications conference,"A Proposal for a New Measure Analogous to Entropy for Bandwidth Constrained, Control-Based Ad-Hoc Network Design",False,False,False,False,False,False,N,,,
10.1145/1414004.1414064,inproceedings,2008.0,Proceedings of the Second ACM-IEEE International Symposium on Empirical Software Engineering and Measurement,An over-sampling method for analogy-based software effort estimation,False,False,False,False,False,False,N,,,
10.1109/ITSC58415.2024.10919686,inproceedings,2024.0,2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC),The Machine Vision Iceberg Explained: Advancing Dynamic Testing by Considering Holistic Environmental Relations,False,False,False,False,False,False,N,,,
10.1016/j.proeng.2016.11.488,article,2016.0,Procedia Engineering,A New Optical UWB Modulation Technique for 250Mbps Wireless Link in Implantable Biotelemetry Systems,False,False,False,False,False,False,N,,,
10.1109/EEEIC/ICPSEurope57605.2023.10194648,inproceedings,2023.0,2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe),Real-time Electricity Market Price Prediction using Improved ARIMA Model,False,False,False,False,False,False,N,,,
10.1016/S1474-6670(17)51165-9,article,1991.0,IFAC Proceedings Volumes,Multi-Level Signal Abstraction for Diagnosing Analogue Circuits,False,False,False,False,False,False,N,,,
10.1016/j.trip.2024.101125,article,2024.0,Transportation Research Interdisciplinary Perspectives,The impact of road accidents on hospital admissions and the potential of ADAS in containing health expenditure: Evidence from Piedmont data,False,False,False,False,False,False,N,,,
10.1016/0165-1684(83)90023-3,article,1983.0,Signal Processing,Improved accuracy of in-flow chromosome fluorescence measurements by digital processing of multi-parameter flow data,False,False,False,False,False,False,N,,,
10.1109/CLEOPR.1999.811333,inproceedings,1999.0,Technical Digest. CLEO/Pacific Rim '99. Pacific Rim Conference on Lasers and Electro-Optics (Cat. No.99TH8464),Enhancement of second harmonic generation using selective reflection of polar rod-like molecules,False,False,False,False,False,False,N,,,
10.1109/TCSVT.2007.894035,article,2007.0,IEEE Transactions on Circuits and Systems for Video Technology,A Biologically Inspired System for Classification of Natural Images,False,False,False,False,False,False,N,,,
10.1016/j.renene.2020.11.009,article,2021.0,Renewable Energy,Parabolic trough photovoltaic/thermal hybrid system: Thermal modeling and parametric analysis,False,False,False,False,False,False,N,,,
10.1145/3649217.3653533,inproceedings,2024.0,Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,"""Like a Nesting Doll"": Analyzing Recursion Analogies Generated by CS Students Using Large Language Models",False,False,False,False,False,False,NA,MARK,,
10.18653/v1/2024.findings-acl.784,inproceedings,2024.0,Findings of the Association for Computational Linguistics: ACL 2024,Figuratively Speaking: Authorship Attribution via Multi-Task Figurative Language Modeling,False,False,False,False,False,False,N,,,
10.1109/ISIT.2014.6875348,inproceedings,2014.0,2014 IEEE International Symposium on Information Theory,Computations of linear rank inequalities on six variables,False,False,False,False,False,False,N,,,
10.1007/3-540-55399-1_16,inproceedings,1992.0,Aspects of Automated Natural Language Generation,Transparently-motivated metaphor generation,True,False,False,False,False,False,Y,,,
10.1145/1086228.1086251,inproceedings,2005.0,Proceedings of the 5th ACM International Conference on Embedded Software,Using de-optimization to re-optimize code,False,False,False,False,False,False,N,,,
10.1145/2078827.2078846,inproceedings,2011.0,Proceedings of the Seventh Symposium on Usable Privacy and Security,Eyeing your exposure: quantifying and controlling information sharing for improved privacy,False,False,False,False,False,False,N,,,
10.1016/0925-9635(95)00325-8,article,1995.0,Diamond and Related Materials,Theoretical aspects of diamond films and laser action,False,False,False,False,False,False,N,,,
10.1109/CLEO/Europe-EQEC52157.2021.9542116,inproceedings,2021.0,2021 Conference on Lasers and Electro-Optics Europe & European Quantum Electronics Conference (CLEO/Europe-EQEC),Higher dimensional oscillations of soliton molecules in ultrafast fiber laser,False,False,False,False,False,False,N,,,
10.1109/TED.2020.3012116,article,2020.0,IEEE Transactions on Electron Devices,Accurate Temperature Estimation for Each Gate of GaN HEMT With n-Gate Fingers,False,False,False,False,False,False,N,,,
10.1109/WNYIPW.2016.7904836,inproceedings,2016.0,2016 IEEE Western New York Image and Signal Processing Workshop (WNYISPW),A local-linear-fitting-based matting approach for accurate depth upsampling,False,False,False,False,False,False,N,,,
10.1016/j.est.2023.107833,article,2023.0,Journal of Energy Storage,Growth of mesoporous carbon supported (bimetallic) phosphides derived from Prussian blue for supercapacitors,False,False,False,False,False,False,N,,,
10.1016/B978-1-85617-508-1.00007-4,incollection,2009.0,Scalable VoIP Mobility,Chapter 7 - Voice over Cellular and Licensed Spectrum,False,False,False,False,False,False,N,,,
10.1016/j.jmbbm.2016.04.041,article,2017.0,Journal of the Mechanical Behavior of Biomedical Materials,Compensation strategy to reduce geometry and mechanics mismatches in porous biomaterials built with Selective Laser Melting,False,False,False,False,False,False,N,,,
10.1109/IPCC.1991.172784,inproceedings,1991.0,IPCC 91 Proceedings The Engineered Communication,Evaluating the use of metaphor in software interface design: a rhetorical approach,False,False,False,False,False,False,N,,,
10.1145/937549.937553,article,2003.0,ACM Trans. Comput.-Hum. Interact.,Automatic generation of intelligent diagram editors,False,False,False,False,False,False,N,,,
10.1016/j.mcm.2006.07.009,article,2007.0,Mathematical and Computer Modelling,Lumped thermal model for switched reluctance motor applied to mechanical design optimization,False,False,False,False,False,False,N,,,
10.1016/j.aej.2021.04.038,article,2021.0,Alexandria Engineering Journal,Lupaş type Bernstein operators on triangles based on quantum analogue,False,False,False,False,False,False,N,,,
10.1016/j.aeue.2017.10.039,article,2018.0,AEU - International Journal of Electronics and Communications,Design of a memristor based fuzzy processor,False,False,False,False,False,False,N,,,
10.1109/ESEM.2011.34,inproceedings,2011.0,2011 International Symposium on Empirical Software Engineering and Measurement,How to Find Relevant Data for Effort Estimation?,False,False,False,False,False,False,N,,,
10.1016/j.icheatmasstransfer.2022.105893,article,2022.0,International Communications in Heat and Mass Transfer,Study on the novel suppression of heat transfer deterioration of supercritical water flowing in vertical tube through the suspension of alumina nanoparticles,False,False,False,False,False,False,N,,,
,inbook,2018.0,Thyroid Systems Engineering: A Primer in Mathematical Modeling of the Hypothalamus-Pituitary-Thyroid Axis,Appendix,False,False,False,False,False,False,N,,,
10.1111/j.1365-246X.2004.02263.x,article,2004.0,Geophysical Journal International,Dynamical similarity of explosions at Stromboli volcano,False,False,False,False,False,False,N,,,
10.1109/PVSC.2011.6186256,inproceedings,2011.0,2011 37th IEEE Photovoltaic Specialists Conference,Optical coating technology developed for advanced flexible solar space power applications,False,False,False,False,False,False,N,,,
,inproceedings,2012.0,Proceedings of the International Symposium on Sketch-Based Interfaces and Modeling,Geological storytelling: graphically exploring and communicating geological sketches,False,False,False,False,False,False,N,,,
10.1109/36.295057,article,1994.0,IEEE Transactions on Geoscience and Remote Sensing,Evaluation of compositing algorithms for AVHRR data over land,False,False,False,False,False,False,N,,,
10.1016/j.renene.2016.03.008,article,2016.0,Renewable Energy,Multi-objective optimization for GPU3 Stirling engine by combining multi-objective algorithms,False,False,False,False,False,False,N,,,
10.1016/j.sna.2018.05.002,article,2018.0,Sensors and Actuators A: Physical,Modeling the analog response of passive infrared sensor,False,False,False,False,False,False,N,,,
10.1109/WICSA.2015.15,inproceedings,2015.0,2015 12th Working IEEE/IFIP Conference on Software Architecture,Proactive Detection of Higher-Order Software Design Conflicts,False,False,False,False,False,False,N,,,
10.1145/1774088.1774407,inproceedings,2010.0,Proceedings of the 2010 ACM Symposium on Applied Computing,Visual processing-inspired fern-audio features for noise-robust speaker verification,False,False,False,False,False,False,N,,,
10.1145/3508230.3508256,inproceedings,2022.0,Proceedings of the 2021 5th International Conference on Natural Language Processing and Information Retrieval,Natural Language Processing Applied on Large Scale Data Extraction from Scientific Papers in Fuel Cells,False,False,False,False,False,False,N,,,
10.1109/ICT.2018.8464862,inproceedings,2018.0,2018 25th International Conference on Telecommunications (ICT),Cell-Orch: Towards End-to-End Orchestration of Multi-domain 5G Networks,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2022.105610,article,2022.0,Microelectronics Journal,Impact of band gap and gate dielectric engineering on novel Si0.1Ge0.9-GaAs lateral N-type charge plasma based JLTFET,False,False,False,False,False,False,N,,,
10.1109/IROS58592.2024.10801556,inproceedings,2024.0,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),ModaLink: Unifying Modalities for Efficient Image-to-PointCloud Place Recognition,False,False,False,False,False,False,N,,,
10.1016/j.jmbbm.2020.103800,article,2020.0,Journal of the Mechanical Behavior of Biomedical Materials,Grinding the intaglio surface of yttria partially- and fully-stabilized zirconia polycrystals restorations: Effect on their fatigue behavior,False,False,False,False,False,False,N,,,
10.1109/CBI.2016.11,inproceedings,2016.0,2016 IEEE 18th Conference on Business Informatics (CBI),System Interaction Patterns,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2024.106373,article,2024.0,Microelectronics Journal,Variation-aware automated design and optimization of sub-1V bandgap voltage reference,False,False,False,False,False,False,N,,,
10.2196/25472,article,2021.0,Journal of Medical Internet Research,Determinants of the Use of Health and Fitness Mobile Apps by Patients With Asthma: Secondary Analysis of Observational Studies,False,False,False,False,False,False,N,,,
10.1109/ICASSP.2008.4518666,inproceedings,2008.0,"2008 IEEE International Conference on Acoustics, Speech and Signal Processing",Latent phonetic analysis: Use of singular value decomposition to determine features for CRF phone recognition,False,False,False,False,False,False,N,,,
10.1109/ICCL.1990.63767,inproceedings,1990.0,Proceedings. 1990 International Conference on Computer Languages,Coercion as a metaphor for computation,False,False,False,False,False,False,N,,,
10.1109/ISMVL.2019.00028,inproceedings,2019.0,2019 IEEE 49th International Symposium on Multiple-Valued Logic (ISMVL),Entanglement in Higher-Radix Quantum Systems,False,False,False,False,False,False,N,,,
10.1109/TASE.2020.3010536,article,2021.0,IEEE Transactions on Automation Science and Engineering,Condition-Driven Data Analytics and Monitoring for Wide-Range Nonstationary and Transient Continuous Processes,False,False,False,False,False,False,N,,,
10.1109/TVCG.2023.3327388,article,2024.0,IEEE Transactions on Visualization and Computer Graphics,ViMO - Visual Analysis of Neuronal Connectivity Motifs,False,False,False,False,False,False,N,,,
10.1016/j.combustflame.2023.112741,article,2023.0,Combustion and Flame,Pseudo-oxide metal carbodiimides: Application in thermite reactions,False,False,False,False,False,False,N,,,
10.1109/TIFS.2011.2169959,article,2012.0,IEEE Transactions on Information Forensics and Security,Image Phylogeny by Minimal Spanning Trees,False,False,False,False,False,False,N,,,
10.1016/j.measurement.2015.10.014,article,2016.0,Measurement,Instrumentation and control of a two-stage 4-bed silica gel+water adsorption cooling cum desalination system,False,False,False,False,False,False,N,,,
10.3182/20120328-3-IT-3014.00085,article,2012.0,IFAC Proceedings Volumes,Closed Form Expressions of Linear Discrete Time System Responses with an Application to PID controllers,False,False,False,False,False,False,N,,,
10.1016/j.jare.2021.09.003,article,2022.0,Journal of Advanced Research,Calix[n]arene-based immunogens: A new non-proteic strategy for anti-cocaine vaccine,False,False,False,False,False,False,N,,,
10.1109/TMECH.2024.3454518,article,2024.0,IEEE/ASME Transactions on Mechatronics,Identification and Modeling of a Servo Pump-Controlled Hydraulic System,False,False,False,False,False,False,N,,,
10.1016/j.epsr.2021.107744,article,2022.0,Electric Power Systems Research,Stochastic approach for economic viability of photovoltaic systems with battery storage for big electricity consumers in the regulated marketin Brazil,False,False,False,False,False,False,N,,,
10.1147/rd.246.0747,article,1980.0,IBM Journal of Research and Development,A Language for Extended Queueing Network Models,False,False,False,False,False,False,N,,,
10.1093/imamat/hxr069,article,2013.0,IMA Journal of Applied Mathematics,The Navier–Stokes–Voight model for image inpainting,False,False,False,False,False,False,N,,,
10.1007/978-1-4020-4833-3_13,incollection,2007.0,Magnetohydrodynamics: Historical Evolution and Trends,How {Analogous} is {Generation} of {Vorticity} and {Passive} {Vectors} ({Magnetic} {Fields})?,False,False,False,False,False,False,N,,,
10.1016/j.aeue.2021.153948,article,2021.0,AEU - International Journal of Electronics and Communications,On the distortion analysis of electronic analog multipliers,False,False,False,False,False,False,N,,,
,inproceedings,2016.0,2016 31st Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),Stochastic mechanics of graph rewriting,False,False,False,False,False,False,N,,,
10.1109/NEMO.2016.7561601,inproceedings,2016.0,2016 IEEE MTT-S International Conference on Numerical Electromagnetic and Multiphysics Modeling and Optimization (NEMO),Coding metamaterials and their powerful manipulations to electromagnetic waves,False,False,False,False,False,False,N,,,
10.1016/S1474-6670(17)45307-9,article,1995.0,IFAC Proceedings Volumes,Observation in Maritime Emergency Management,False,False,False,False,False,False,N,,,
10.1016/j.snb.2024.136519,article,2024.0,Sensors and Actuators B: Chemical,Development of borazine-assisted-oriented molecularly imprinted electrochemical sensor for the detection of umifenovir in serum and urine by EIS and DPV methods,False,False,False,False,False,False,N,,,
10.1016/j.jmbbm.2015.12.005,article,2016.0,Journal of the Mechanical Behavior of Biomedical Materials,Comparative biomechanical study of using decellularized human adipose tissues for post-mastectomy and post-lumpectomy breast reconstruction,False,False,False,False,False,False,N,,,
10.23919/OCEANS.2011.6106980,inproceedings,2011.0,OCEANS'11 MTS/IEEE KONA,Performance bounds for coordinated AUV search planning,False,False,False,False,False,False,N,,,
10.1016/j.engstruct.2017.07.033,article,2017.0,Engineering Structures,Comparison of curved prestressed concrete bridge population response between area and spine modeling approaches toward efficient seismic vulnerability analysis,False,False,False,False,False,False,N,,,
10.1109/SCISISIS50064.2020.9322678,inproceedings,2020.0,2020 Joint 11th International Conference on Soft Computing and Intelligent Systems and 21st International Symposium on Advanced Intelligent Systems (SCIS-ISIS),Salient Feature Extraction in Japanese Metaphor Generation,True,False,False,False,False,False,N,,,
10.1145/506309.506313,article,2002.0,ACM Trans. Inf. Syst.,Theory of keyblock-based image retrieval,False,False,False,False,False,False,N,,,
10.3182/20090210-3-CZ-4002.00057,article,2009.0,IFAC Proceedings Volumes,"Measurement, signal processing and visualisation of actimetry, electrocardiography and body temperature.",False,False,False,False,False,False,N,,,
,inproceedings,2020.0,Proceedings of the Twelfth Language Resources and Evaluation Conference,Time-Aware Word Embeddings for Three {L}ebanese News Archives,False,False,False,False,False,False,N,,,
10.1109/RSETE.2011.5964073,inproceedings,2011.0,"2011 International Conference on Remote Sensing, Environment and Transportation Engineering",Effects of exogenous phenolic acids on roots of poplar hydroponic cuttings,False,False,False,False,False,False,N,,,
10.1007/978-3-642-40483-2_49,inproceedings,2013.0,Human-Computer Interaction – INTERACT 2013,An {Evaluation} of {Stacking} and {Tiling} {Features} within the {Traditional} {Desktop} {Metaphor},False,False,False,False,False,False,N,,,
10.1109/AICT55583.2022.10013573,inproceedings,2022.0,2022 IEEE 16th International Conference on Application of Information and Communication Technologies (AICT),Event Series Generation and Analysis Based on Multifaceted Ontology,False,False,False,False,False,False,N,,,
10.1021/acschembio.2c00672,article,2023.0,ACS Chemical Biology,Clotrimazole-Based Modulators of the TRPM3 Ion Channel Reveal Narrow Structure–Activity Relationship,False,False,False,False,False,False,N,,,
10.1016/j.apenergy.2020.115007,article,2020.0,Applied Energy,Rapid prediction method for thermal runaway propagation in battery pack based on lumped thermal resistance network and electric circuit analogy,False,False,False,False,False,False,N,,,
10.1021/acschembio.2c00902,article,2023.0,ACS Chemical Biology,Design of Class I/IV Bromodomain-Targeting Degraders for Chromatin Remodeling Complexes,False,False,False,False,False,False,N,,,
10.1016/j.mejo.2018.04.003,article,2018.0,Microelectronics Journal,A charge-sharing switching scheme for SAR ADCs in biomedical applications,False,False,False,False,False,False,N,,,
10.1109/ICInfA.2017.8079021,inproceedings,2017.0,2017 IEEE International Conference on Information and Automation (ICIA),Synthesis of image patterns using bottom-up and top-down generative ConvNet,False,False,False,False,False,False,N,,,
10.1016/j.vlsi.2015.09.003,article,2016.0,Integration,A novel high-throughput method for table look-up based analog design automation,False,False,False,False,False,False,N,,,
10.1109/MetroInd4.0IoT54413.2022.9831590,inproceedings,2022.0,2022 IEEE International Workshop on Metrology for Industry 4.0 & IoT (MetroInd4.0&IoT),Calibration of a multicomponent MEMS sensor for vibration monitoring of rolling bearings: broad-band and amplitude traceability up to 20 kHz,False,False,False,False,False,False,N,,,
,inproceedings,2021.0,Proceedings of the 26th Conference on Pattern Languages of Programs,"Elephants, patterns, and heuristics",False,False,False,False,False,False,N,,,
10.1016/S0045-7906(97)00045-1,article,1998.0,Computers & Electrical Engineering,BiCMOS implementation of a fuzzy system,False,False,False,False,False,False,N,,,
10.1016/B978-075068028-8/50009-7,incollection,2006.0,Interfacing PIC Microcontrollers,7 - Analogue interfacing,False,False,False,False,False,False,N,,,
10.1145/1164820.1164847,inproceedings,2006.0,Proceedings of the 1st International Conference on Information Interaction in Context,Contextual relevance feedback,False,False,False,False,False,False,N,,,
,inproceedings,2016.0,Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC`16),{M}ulti{V}ec: a Multilingual and Multilevel Representation Learning Toolkit for {NLP},False,False,False,False,False,False,N,,,
10.1016/j.mejo.2007.08.006,article,2007.0,Microelectronics Journal,An operational amplifier model for evaluating test strategies at behavioural level,False,False,False,False,False,False,N,,,
10.1016/j.apenergy.2015.01.120,article,2016.0,Applied Energy,Real-time estimation of battery state-of-charge with unscented Kalman filter and RTOS μCOS-II platform,False,False,False,False,False,False,N,,,
10.1016/j.fusengdes.2016.11.001,article,2016.0,Fusion Engineering and Design,Verification of SuperMC with ITER C-Lite neutronic model,False,False,False,False,False,False,N,,,
10.1109/IROS.2001.973408,inproceedings,2001.0,Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems. Expanding the Societal Role of Robotics in the the Next Millennium (Cat. No.01CH37180),Dynamic walk of a bipedal robot having flexible feet,False,False,False,False,False,False,N,,,
10.1016/j.fusengdes.2019.111412,article,2020.0,Fusion Engineering and Design,Control system of neutral particle analyzer in energy sweeping mode,False,False,False,False,False,False,N,,,
,inproceedings,2020.0,Proceedings of the Twelfth Language Resources and Evaluation Conference,Word Embedding Evaluation for {S}inhala,False,False,False,False,False,False,Y,,,
10.1109/TIFS.2021.3089883,article,2021.0,IEEE Transactions on Information Forensics and Security,A Multilevel Coding Scheme for Multi-Valued Physical Unclonable Functions,False,False,False,False,False,False,N,,,
10.1016/j.actaastro.2008.02.004,article,2008.0,Acta Astronautica,Human health and performance risk management—an approach for exploration missions,False,False,False,False,False,False,N,,,
10.18653/v1/2023.arabicnlp-1.19,inproceedings,2023.0,Proceedings of ArabicNLP 2023,Performance Implications of Using Unrepresentative Corpora in {A}rabic Natural Language Processing,False,False,False,False,False,False,N,,,
,inbook,2018.0,Thyroid Systems Engineering: A Primer in Mathematical Modeling of the Hypothalamus-Pituitary-Thyroid Axis,10 Reference Ranges for TSH and FT4,False,False,False,False,False,False,N,,,
10.1016/j.microrel.2014.02.008,article,2014.0,Microelectronics Reliability,Study of body and oxide thickness variation on analog and RF performance of underlap DG-MOSFETs,False,False,False,False,False,False,N,,,
