doi,type,year,source,title
10.1109/FDTC53659.2021.00018,inproceedings,2021.0,2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC),Short Paper: EMFI for Safety-Critical Testing of Automotive Systems
10.1109/TC.2015.2389831,article,2015.0,IEEE Transactions on Computers,Multiprocessor Capacity Metric and Analysis
10.1109/ICGCCEE.2014.6922432,inproceedings,2014.0,2014 International Conference on Green Computing Communication and Electrical Engineering (ICGCCEE),Interpretation and evaluation of various hybrid energy aware technologies in cloud computing environment — A detailed survey
10.1109/BIOROB.2006.1639161,inproceedings,2006.0,"The First IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics, 2006. BioRob 2006.",Evaluation of the Dynamic Model of Fluidic Muscles using Quick-Release
10.1109/20.497533,article,1996.0,IEEE Transactions on Magnetics,Equivalent source method for the evaluation of the electromagnetic field penetration inside enclosures
10.1109/ELEKTRO.2016.7512123,inproceedings,2016.0,2016 ELEKTRO,Arterial segment model evaluation by the means of two port electrical circuit theory — Properties of different arterial segments at various hematocrit values
10.1109/PTC.2009.5281811,inproceedings,2009.0,2009 IEEE Bucharest PowerTech,Test bench for self-healing functionalities applied on distribution network with distributed generators
10.1109/JPROC.2020.3006804,article,2020.0,Proceedings of the IEEE,A Critical Exploration of the Efficiency Impacts of Demand Response From HVAC in Commercial Buildings
10.1109/95.296368,article,1994.0,"IEEE Transactions on Components, Packaging, and Manufacturing Technology: Part A",Evaluation of AC axial magnetic fields needed to prevent anode spots in vacuum arcs between opening contacts
10.1109/INFCOM.1993.253394,inproceedings,1993.0,"IEEE INFOCOM '93 The Conference on Computer Communications, Proceedings",Performance evaluation of MMPP/D/1/K queues for aggregate ATM traffic models
10.1109/TAP.1975.1141091,article,1975.0,IEEE Transactions on Antennas and Propagation,Evaluation of near-field compact ranges measurement of tracking antennas
10.1109/EMBC.2015.7319112,inproceedings,2015.0,2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),Electrically evoked potentials in an ovine model for the evaluation of visual prosthesis efficacy
10.1109/APS.2002.1016468,inproceedings,2002.0,IEEE Antennas and Propagation Society International Symposium (IEEE Cat. No.02CH37313),Microwave system for breast tumor detection: experimental concept evaluation
10.1109/BMSB.2018.8436918,inproceedings,2018.0,2018 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),Performance Evaluation of ATSC 3.0 Mobile Service with LDM/TDM Under TU-6 Channel
10.1109/HOLM.1993.489668,inproceedings,1993.0,Proceedings of IEEE Holm Conference on Electrical Contacts,Evaluation of AC axial magnetic fields needed to prevent anode spots in vacuum arcs between opening contacts
10.1109/ICCES45898.2019.9002116,inproceedings,2019.0,2019 International Conference on Communication and Electronics Systems (ICCES),Enhanced Ranking of Websites Based on Credibility Evaluation
10.1109/EMBC.2016.7592184,inproceedings,2016.0,2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),Real-time evaluation of a myoelectric control method for high-level upper limb amputees based on homologous leg movements
10.1109/CSCITA.2014.6839259,inproceedings,2014.0,"2014 International Conference on Circuits, Systems, Communication and Information Technology Applications (CSCITA)",Evaluation of outage probability in two-tier open access femtocell networks
10.1109/NSSMIC.2017.8533090,inproceedings,2017.0,2017 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),Evaluation of SRW-OSEM Using Clinical Data
10.1109/QoMEX48832.2020.9123097,inproceedings,2020.0,2020 Twelfth International Conference on Quality of Multimedia Experience (QoMEX),A QoE Evaluation of an Augmented Reality Procedure Assistance Application
10.1109/IC3I56241.2022.10072537,inproceedings,2022.0,2022 5th International Conference on Contemporary Computing and Informatics (IC3I),NN Model for BC Transaction Accuracy Evaluation
10.1109/PAC.2005.1591039,inproceedings,2005.0,Proceedings of the 2005 Particle Accelerator Conference,Analytic Evaluation of the Series over Azimuthal Harmonics at the Analysis of the Stability of Bunched Beams Coherent Oscillations
10.1109/OCEANS.2003.178095,inproceedings,2003.0,Oceans 2003. Celebrating the Past ... Teaming Toward the Future (IEEE Cat. No.03CH37492),A comparative evaluation of joint versus sequential demodulation of spatially modulated underwater acoustic telemetry signals
10.1109/IGARSS.2017.8126965,inproceedings,2017.0,2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),"Evaluation of polarimetric features for sea ice characterization at X, C and L-band SAR"
10.1109/IGARSS.2004.1370785,inproceedings,2004.0,IGARSS 2004. 2004 IEEE International Geoscience and Remote Sensing Symposium,An evaluation of SeaWinds/QuikSCAT data for the estimation of the decay status of first-year sea ice
10.1109/ICPCSI.2017.8391897,inproceedings,2017.0,"2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI)",Experimental evaluation of model predictive control using data driven models
10.1109/TAP.1977.1141677,article,1977.0,IEEE Transactions on Antennas and Propagation,Evaluation of integrals arising in the theory of laser beam propagation through the atmosphere
10.1109/AUTEEE48671.2019.9033430,inproceedings,2019.0,"2019 IEEE 2nd International Conference on Automation, Electronics and Electrical Engineering (AUTEEE)",The Development of Image Creation Method by Data Intelligence -based Automated Pastiche
10.1109/AERO.2015.7118927,inproceedings,2015.0,2015 IEEE Aerospace Conference,Survey and assessment of crew performance evaluation methods applicable to human spacecraft design
10.1109/ISISE.2012.95,inproceedings,2012.0,2012 Fourth International Symposium on Information Science and Engineering,Size Measurement in Cost Estimation
,inproceedings,1996.0,Proceedings Mexico-USA Collaboration in Intelligent Systems Technologies.,Implementation of the abstractional concept mapping theory for the evaluation of four-part geometric analogies
10.1109/ICECS.2009.46,inproceedings,2009.0,2009 Second International Conference on Environmental and Computer Science,Simulation and Assessment of Mine Landscape Reconstruction Using Analogue Landform and Environmental Design Criteria
,book,2022.0,"Machine Learning Techniques for Text: Apply modern techniques with Python for text processing, dimensionality reduction, classification, and evaluation",
10.1109/VISUAL.2004.82,inproceedings,2004.0,IEEE Visualization 2004,PQuad: visualization of predicted peptides and proteins
10.1109/VRW62533.2024.00013,inproceedings,2024.0,2024 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),Optimization of a Tether-Handle Object Retrieval Technique for VR
10.1109/TVCG.2020.3030475,article,2021.0,IEEE Transactions on Visualization and Computer Graphics,MetroSets: Visualizing Sets as Metro Maps
10.1109/PowerEng.2011.6036498,inproceedings,2011.0,"2011 International Conference on Power Engineering, Energy and Electrical Drives",Improving the grid power quality using virtual synchronous machines
10.1109/83.931095,article,2001.0,IEEE Transactions on Image Processing,Segmentation of vessel-like patterns using mathematical morphology and curvature evaluation
10.1109/COGINF.2009.5250736,inproceedings,2009.0,2009 8th IEEE International Conference on Cognitive Informatics,Fuzzy inferences methodologies for cognitive informatics and computational intelligence
10.1109/SCCC.2018.8705247,inproceedings,2018.0,2018 37th International Conference of the Chilean Computer Science Society (SCCC),Creating High Level Content Descriptors for Recommender Systems Datasets
,inproceedings,2023.0,2023 10th International Conference on Computing for Sustainable Global Development (INDIACom),An Intelligent Approach for the Coordination of Over Current Relays in a Radial Distribution System using Particle Swarm Optimization
10.1109/CVPR52729.2023.01829,inproceedings,2023.0,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Unicode Analogies: An Anti-Objectivist Visual Reasoning Challenge
10.1109/ICDAR.1995.602070,inproceedings,1995.0,Proceedings of 3rd International Conference on Document Analysis and Recognition,A Markovian random field approach to information retrieval
10.1109/TPWRD.2024.3451791,article,2024.0,IEEE Transactions on Power Delivery,Non-Invasive Approach to Harmonic Responsibility Assignment Based on Conservative Power Theory
10.1109/MSP.2024.3394153,article,2024.0,IEEE Signal Processing Magazine,An Invitation to Hypercomplex Phase Retrieval: Theory and applications
10.1109/CVPR52733.2024.01703,inproceedings,2024.0,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Retrieval-Augmented Embodied Agents
10.1109/ACCESS.2022.3154820,article,2022.0,IEEE Access,Attention Retrieval Model for Entity Relation Extraction From Biological Literature
10.1109/EICT54103.2021.9733542,inproceedings,2021.0,2021 5th International Conference on Electrical Information and Communication Technology (EICT),Optimized Energy Generation and Power Flow Model to Minimize Power System Operation Cost
10.1109/ROBOT.1994.350896,inproceedings,1994.0,Proceedings of the 1994 IEEE International Conference on Robotics and Automation,Automatic generation of error recovery knowledge through learned reactivity
10.1109/ICEAA.2017.8065618,inproceedings,2017.0,2017 International Conference on Electromagnetics in Advanced Applications (ICEAA),Twin-solver formulation for casting Green's functions into causal and non-causal partitions for time-reversal analysis
10.1109/ICIP42928.2021.9506388,inproceedings,2021.0,2021 IEEE International Conference on Image Processing (ICIP),Metu Loss: Metric Learning With Entangled Triplet Unified Loss
10.1109/PAEP49887.2020.9240819,inproceedings,2020.0,2020 IEEE Problems of Automated Electrodrive. Theory and Practice (PAEP),Electrohydraulic Complex Parameters Determination Based on the Energy Balance Equations
10.1109/VR.2016.7504696,inproceedings,2016.0,2016 IEEE Virtual Reality (VR),Programming moves: Design and evaluation of applying embodied interaction in virtual environments to enhance computational thinking in middle school students
10.1109/HICSS.2007.251,inproceedings,2007.0,2007 40th Annual Hawaii International Conference on System Sciences (HICSS'07),How up-to-date are Online Tourism Communities? An Empirical Evaluation of Commercial and Non-commercial Information Quality
10.1109/SCCC57464.2022.10000273,inproceedings,2022.0,2022 41st International Conference of the Chilean Computer Science Society (SCCC),Evaluation of Tools to the Fault Localization
10.1109/COMPSAC.2014.9,inproceedings,2014.0,2014 IEEE 38th Annual Computer Software and Applications Conference,Optimizing Non-orthogonal Space Distance Using PSO in Software Cost Estimation
10.1109/PES.2010.5589775,inproceedings,2010.0,IEEE PES General Meeting,"Integrated ICT framework for distribution network with decentralized energy resources: Prototype, design and development"
10.1109/PES.2009.5275550,inproceedings,2009.0,2009 IEEE Power & Energy Society General Meeting,Decentralized operating modes for electrical distribution systems with distributed energy resources
10.1109/JSYST.2023.3273922,article,2023.0,IEEE Systems Journal,A Resilience Evaluation Method Considering Power Source Ability and Network Topology of Power Systems
10.1109/VR46266.2020.00090,inproceedings,2020.0,2020 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),Comparative Evaluation of the Effects of Motion Control on Cybersickness in Immersive Virtual Environments
10.1109/TPWRS.2008.2005713,article,2009.0,IEEE Transactions on Power Systems,Cache Energy Control for Storage: Power System Integration and Education Based on Analogies Derived From Computer Engineering
10.1109/ISSPIT.2007.4458051,inproceedings,2007.0,2007 IEEE International Symposium on Signal Processing and Information Technology,Towards Evaluation of Phonics Method for Teaching of Reading Using Artificial Neural Networks (A Cognitive Modeling Approach)
10.1109/EuroSimE.2016.7463329,inproceedings,2016.0,"2016 17th International Conference on Thermal, Mechanical and Multi-Physics Simulation and Experiments in Microelectronics and Microsystems (EuroSimE)",Automatic generation of equivalent electrothermal SPICE netlists from 3D electrothermal field models
10.1109/POWERCON.2010.5666395,inproceedings,2010.0,2010 International Conference on Power System Technology,Application of analog flexible fuzzy control to coordinated control system to improve load response speed of generating unit to AGC
10.1109/TAC.1985.1103925,article,1985.0,IEEE Transactions on Automatic Control,A linear-system-theoretic view of discrete-event processes and its use for performance evaluation in manufacturing
10.23919/PICMET.2017.8125387,inproceedings,2017.0,2017 Portland International Conference on Management of Engineering and Technology (PICMET),Exploring Effective Factors for the Generation of Innovative Ideas and Technologies in Functional Food R&D
10.1016/j.intcom.2010.02.005,article,2010.0,Interacting with Computers,Visual search in dynamic 3D visualisations of unstructured picture collections
10.1109/PacificVis48177.2020.1042,inproceedings,2020.0,2020 IEEE Pacific Visualization Symposium (PacificVis),Dynamic Graph Map Animation
,inproceedings,2018.0,"2018 18th International Conference on Control, Automation and Systems (ICCAS)",A Consideration of “Expression in Mechanics Sense”: Concept and Case Study for Conceptual Design
10.1109/SECON.1990.117974,inproceedings,1990.0,IEEE Proceedings on Southeastcon,A template query language for non-first normal form databases
10.1109/TVCG.2017.2750681,article,2018.0,IEEE Transactions on Visualization and Computer Graphics,Semi-Automatic Generation of Stream Surfaces via Sketching
10.23919/ACC.2017.7963441,inproceedings,2017.0,2017 American Control Conference (ACC),On fast retrieval of relational experiences
10.1109/TLA.2013.6502786,article,2013.0,IEEE Latin America Transactions,Design and evaluation of pressure and electrocardiographic modules embedded in a Cardiac Hemodynamic Monitor
10.1109/TVCG.2020.3030424,article,2021.0,IEEE Transactions on Visualization and Computer Graphics,QualDash: Adaptable Generation of Visualisation Dashboards for Healthcare Quality Improvement
,inproceedings,2010.0,PICMET 2010 TECHNOLOGY MANAGEMENT FOR GLOBAL ECONOMIC GROWTH,Technology intelligence: Methods and capabilities for generation of knowledge and decision making
10.1109/INFCOMW.2014.6849265,inproceedings,2014.0,2014 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),Characterizing energy consumption of IaaS clouds in non-saturated operation
10.1046/j.1365-246X.1998.00668.x,article,1998.0,Geophysical Journal International,The instantaneous apparent resistivity tensor: a visualization scheme for LOTEM electric field measurements
10.1109/DepCoS-RELCOMEX.2009.29,inproceedings,2009.0,2009 Fourth International Conference on Dependability of Computer Systems,The Design and Implementation of a Documentation Generator for the PRISM Language
10.1109/ICT-PEP53949.2021.9600942,inproceedings,2021.0,2021 International Conference on Technology and Policy in Energy and Electric Power (ICT-PEP),Optimal Coordination of Overcurrent Relay Using Rao-1 Algorithm
10.1109/ITHERM.2006.1645406,inproceedings,2006.0,"Thermal and Thermomechanical Proceedings 10th Intersociety Conference on Phenomena in Electronics Systems, 2006. ITHERM 2006.",Thermal calculation of systems with distributed heat generation
10.1109/CLEOE-IQEC.2013.6801068,inproceedings,2013.0,2013 Conference on Lasers & Electro-Optics Europe & International Quantum Electronics Conference CLEO EUROPE/IQEC,A new regime of femtosecond mid-infrared filamentation in transparent solids
10.1109/MWSCAS.1993.342975,inproceedings,1993.0,Proceedings of 36th Midwest Symposium on Circuits and Systems,NEUDEM: neural network based decision making for generating tests in digital circuits
10.1109/ICIP.1996.560429,inproceedings,1996.0,Proceedings of 3rd IEEE International Conference on Image Processing,"Secure spread spectrum watermarking for images, audio and video"
10.1109/TPWRS.2018.2889032,article,2019.0,IEEE Transactions on Power Systems,Robust Transmission Network Expansion Planning Under Correlated Uncertainty
10.1109/ICICT43934.2018.9034389,inproceedings,2018.0,2018 3rd International Conference on Inventive Computation Technologies (ICICT),Novel CBIR System using CNN Architecture
10.1109/SOUTHC.1996.535064,inproceedings,1996.0,Southcon/96 Conference Record,"A secure, imperceptible yet perceptually salient, spread spectrum watermark for multimedia"
10.1109/OCEANS-Genova.2015.7271635,inproceedings,2015.0,OCEANS 2015 - Genova,"Autonomous, retrievable, deep sea microbial fuel cell"
10.1109/CSB.2003.1227335,inproceedings,2003.0,Computational Systems Bioinformatics. CSB2003. Proceedings of the 2003 IEEE Bioinformatics Conference. CSB2003,A new similarity measure among protein sequences
10.1109/AICI.2009.249,inproceedings,2009.0,2009 International Conference on Artificial Intelligence and Computational Intelligence,Measuring Word Similarity Based on Pattern Vector Space Model
,article,1999.0,Tsinghua Science and Technology,Case based reasoning in conflict negotiation in concurrent engineering
10.1109/ICSMC.1996.571140,inproceedings,1996.0,"1996 IEEE International Conference on Systems, Man and Cybernetics. Information Intelligence and Systems (Cat. No.96CH35929)",Spatio-temporal sequence processing with the counterpropagation neural network
10.1109/MMCS.1997.609789,inproceedings,1997.0,Proceedings of IEEE International Conference on Multimedia Computing and Systems,Implementation and performance issues in an object-oriented orchestration architecture
10.1109/ISCO.2015.7282229,inproceedings,2015.0,2015 IEEE 9th International Conference on Intelligent Systems and Control (ISCO),Essence of Cloud Computing: University admission process in the perception of Bangladesh
10.1109/ICCIT57492.2022.10054703,inproceedings,2022.0,2022 25th International Conference on Computer and Information Technology (ICCIT),Semantic Clustering of Bangla Natural Word using Different Word Embedding Techniques
10.1002/9781394157846.ch6,inbook,2023.0,Quantum Computing: A New Era of Computing,Optimization of an Amplification Algorithm
10.1109/CLEOE.2000.909803,inproceedings,2000.0,Conference Digest. 2000 Conference on Lasers and Electro-Optics Europe (Cat. No.00TH8505),Amplitude and phase measurement of mid-IR femtosecond pulses using XFROG
10.1145/1141753.1141858,inproceedings,2006.0,Proceedings of the 6th ACM/IEEE-CS Joint Conference on Digital Libraries (JCDL '06),Keeping the context: an investigation in preserving collections of digital video
10.1109/EMBC48229.2022.9871808,inproceedings,2022.0,2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),Stochastic Resonance Governs Memory Consolidation Accuracy in a Neural Network Model
10.1109/ICSMC.2000.884974,inproceedings,2000.0,"Smc 2000 conference proceedings. 2000 ieee international conference on systems, man and cybernetics. 'cybernetics evolving to systems, humans, organizations, and their complex interactions' (cat. no.0",Two models of immunization for time dependent optimization
10.1109/TNB.2017.2669309,article,2017.0,IEEE Transactions on NanoBioscience,Modeling Contrast-Imaging-Assisted Optimal Targeted Drug Delivery: A Touchable Communication Channel Estimation and Waveform Design Perspective
10.1109/VISSOFT.2013.6650528,inproceedings,2013.0,2013 First IEEE Working Conference on Software Visualization (VISSOFT),CodeMetrpolis — A minecraft based collaboration tool for developers
10.1109/MMUL.2015.4,article,2015.0,IEEE MultiMedia,Designing an Interactive Audio Interface for Climate Science
10.1109/KCIC.2018.8628535,inproceedings,2018.0,2018 International Electronics Symposium on Knowledge Creation and Intelligent Computing (IES-KCIC),Development of an E-Coin System for Managing user's Learning Progress on Different E-Learning Applications
10.1109/3DUI.2014.6798865,inproceedings,2014.0,2014 IEEE Symposium on 3D User Interfaces (3DUI),Poster: Guided tour creation in immersive virtual environments
10.1109/EUC.2010.63,inproceedings,2010.0,2010 IEEE/IFIP International Conference on Embedded and Ubiquitous Computing,Online Personal Connection Presentation System for Communication Assistance
10.1109/ICBK50248.2020.00054,inproceedings,2020.0,2020 IEEE International Conference on Knowledge Graph (ICKG),Context and Type Enhanced Representation Learning for Relation Extraction
10.1109/SIBGRAPI.2013.49,inproceedings,2013.0,"2013 XXVI Conference on Graphics, Patterns and Images",From Bag-of-Visual-Words to Bag-of-Visual-Phrases Using n-Grams
10.1109/VRAIS.1993.380799,inproceedings,1993.0,Proceedings of IEEE Virtual Reality Annual International Symposium,The heaven and earth virtual reality: Designing applications for novice users
10.1016/j.intcom.2012.06.005,article,2012.0,Interacting with Computers,Counting clicks and beeps: Exploring numerosity based haptic and audio PIN entry
10.1109/3DUI.2013.6550235,inproceedings,2013.0,2013 IEEE Symposium on 3D User Interfaces (3DUI),Poster: Paving the way into virtual reality - A transition in five stages
10.1109/ISMAR-Adjunct.2019.00048,inproceedings,2019.0,2019 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct),Augmenting Communication Between Hearing Parents and Deaf Children
10.1109/TVCG.2011.40,article,2012.0,IEEE Transactions on Visualization and Computer Graphics,Interactive Curvilinear Reformatting in Native Space
,inproceedings,1991.0,IEE Colloquium on Theory in Human-Computer Interaction (HCI),Formal descriptions of user interfaces
10.1109/CDC.1994.411238,inproceedings,1994.0,Proceedings of 1994 33rd IEEE Conference on Decision and Control,The problem of large search space in stochastic optimization
10.1109/IWPSE.2003.1231211,inproceedings,2003.0,"Sixth International Workshop on Principles of Software Evolution, 2003. Proceedings.",Lightweight prevention of architectural erosion
10.1109/ICSMC.1989.71250,inproceedings,1989.0,"Conference Proceedings., IEEE International Conference on Systems, Man and Cybernetics",ALLY: an operator's associate model for cooperative supervisory control situations
10.1109/exp.at2358782.2023.10545657,inproceedings,2023.0,2023 6th Experiment@ International Conference (exp.at'23),AI-Assisted Virtual Reality for Cultural Heritage Education: The Experience of the MARTA Museum
10.1109/ICALT.2010.49,inproceedings,2010.0,2010 10th IEEE International Conference on Advanced Learning Technologies,Browsing E-Lecture Libraries on Mobile Devices: A Spatial Interaction Concept
10.1109/VL.1997.626557,inproceedings,1997.0,Proceedings. 1997 IEEE Symposium on Visual Languages (Cat. No.97TB100180),"Toward formal definition of conception ""adequacy in visualization"""
10.1109/ICBAKE.2017.8090640,inproceedings,2017.0,2017 International Conference on Biometrics and Kansei Engineering (ICBAKE),How metaphorical door handle influence users' opening-door behaviors
10.1109/3DUI.2014.6798882,inproceedings,2014.0,2014 IEEE Symposium on 3D User Interfaces (3DUI),Slice-n-Swipe: A free-hand gesture user interface for 3D point cloud annotation
10.1109/MIC.2003.1167345,article,2003.0,IEEE Internet Computing,Developing mobile wireless applications
10.1109/WISE.2000.882427,inproceedings,2000.0,Proceedings of the First International Conference on Web Information Systems Engineering,Design of data-intensive Web-based information services
10.1109/ICCCE.2012.6271164,inproceedings,2012.0,2012 International Conference on Computer and Communication Engineering (ICCCE),Particle Swarm Optimization with partial search to solve Traveling Salesman Problem
10.1109/PTC.2003.1304699,inproceedings,2003.0,"2003 IEEE Bologna Power Tech Conference Proceedings,",Community activity room/sup /spl trade// as a new tool for transmission operation and planning under a competitive power market
10.1109/IMTIC53841.2021.9719721,inproceedings,2021.0,2021 6th International Multi-Topic ICT Conference (IMTIC),Parameter Estimation of Short Transmission Line Using Rao-I Algorithm
10.1109/QSEPDS.2003.159808,inproceedings,2003.0,"CIGRE/IEEE PES International Symposium Quality and Security of Electric Power Delivery Systems, 2003. CIGRE/PES 2003.",A new vision for transmission operation and planning under an open power market
10.1109/PERVASIVE.2015.7087126,inproceedings,2015.0,2015 International Conference on Pervasive Computing (ICPC),Code clone detection using decentralized architecture and code reduction
10.1109/VS-Games.2019.8864516,inproceedings,2019.0,2019 11th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games),Reflected Reality: A Mixed Reality Knowledge Representation for Context-aware Systems
10.1109/ISPW.1994.512775,inproceedings,1995.0,Proceedings. Ninth International Software Process Workshop,"Process, space and software development support"
10.1109/VRW58643.2023.00311,inproceedings,2023.0,2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),VR authentication through 3D key block building
10.1109/SEW.2009.22,inproceedings,2009.0,2009 33rd Annual IEEE Software Engineering Workshop,Autonomous and Autonomic Systems: Paradigm for Engineering Effective Software-Based Systems?
10.1109/ICECE.2014.7026861,inproceedings,2014.0,8th International Conference on Electrical and Computer Engineering,Voltage stability management with the help of optimization techniques
10.1109/AIHAS.1993.410559,inproceedings,1993.0,"1993 4th Annual Conference on AI, Simulation and Planning in High Autonomy Systems",Model-based visualization for enterprise information management
10.1109/IIHC55949.2022.10059943,inproceedings,2022.0,2022 International Interdisciplinary Humanitarian Conference for Sustainability (IIHC),Air-Writing Recognition System
10.1109/SMRLO.2016.41,inproceedings,2016.0,"2016 Second International Symposium on Stochastic Models in Reliability Engineering, Life Science and Operations Management (SMRLO)",Brain Inspired Automatic Directory
10.1109/IALP54817.2021.9675235,inproceedings,2021.0,2021 International Conference on Asian Language Processing (IALP),Cognitive Motivation for the Definition of Chinese Four-Character Idioms
10.1109/MC.2008.529,article,2008.0,Computer,Evolutionary Fervor
10.1109/CVPRW.2016.84,inproceedings,2016.0,2016 IEEE Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),Total Correlation-Based Groupwise Image Registration for Quantitative MRI
10.1109/12.494102,article,1996.0,IEEE Transactions on Computers,Probability to achieve TSC goal
10.1109/TSMC.1983.6313099,article,1983.0,"IEEE Transactions on Systems, Man, and Cybernetics",The neural path probabilistic delay model
10.1109/AERO.2004.1368133,inproceedings,2004.0,2004 IEEE Aerospace Conference Proceedings (IEEE Cat. No.04TH8720),Intelligence collection for counter terrorism in massive information content
10.1109/BigData.2014.7004314,inproceedings,2014.0,2014 IEEE International Conference on Big Data (Big Data),Query revision during cluster based search on large unstructured corpora
10.1109/TrustCom.2012.263,inproceedings,2012.0,"2012 IEEE 11th International Conference on Trust, Security and Privacy in Computing and Communications",Simulatable Oblivious Transfer Protocols Based on Blind Signature
10.1145/3597503.3623349,inproceedings,2024.0,2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),Fine-SE: Integrating Semantic Features and Expert Features for Software Effort Estimation
10.1109/SIBGRAPI.2018.00024,inproceedings,2018.0,"2018 31st SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",The Shape of the Game
10.1109/66.843631,article,2000.0,IEEE Transactions on Semiconductor Manufacturing,A thermal van der Pauw test structure
10.1109/JPHOT.2017.2667891,article,2017.0,IEEE Photonics Journal,Analog Photonic Link With Tunable Optical Carrier to Sideband Ratio and Balanced Detection
10.1109/NANO.2018.8626236,inproceedings,2018.0,2018 IEEE 18th International Conference on Nanotechnology (IEEE-NANO),Emergent brain-like complexity from nanowire atomic switch networks: Towards neuromorphic synthetic intelligence
10.1109/ICHQP.2004.1409412,inproceedings,2004.0,2004 11th International Conference on Harmonics and Quality of Power (IEEE Cat. No.04EX951),Control of a multimodule parallelable three-phase active power filters
10.1109/TENCON.2017.8227974,inproceedings,2017.0,TENCON 2017 - 2017 IEEE Region 10 Conference,Consolidating evidence based studies in software cost/effort estimation — A tertiary study
10.1109/3.726613,article,1998.0,IEEE Journal of Quantum Electronics,Spatially antibunched semiconductor laser beam for sub-shot-noise-limited apertured transmission
10.1109/NAFIPS.2004.1336315,inproceedings,2004.0,"IEEE Annual Meeting of the Fuzzy Information, 2004. Processing NAFIPS '04.",A foundation for CWW: Meta-linguistic axioms
10.1109/ITT59889.2023.10184233,inproceedings,2023.0,2023 9th International Conference on Information Technology Trends (ITT),ChatGPT and the Chinese Room Argument: An Eloquent AI Conversationalist Lacking True Understanding and Consciousness
10.1109/PESC.2008.4592684,inproceedings,2008.0,2008 IEEE Power Electronics Specialists Conference,Digital boundary controller for single-phase grid-connected CSI
10.1109/ROMAN.2000.892639,inproceedings,2000.0,Proceedings 9th IEEE International Workshop on Robot and Human Interactive Communication. IEEE RO-MAN 2000 (Cat. No.00TH8499),A wearable robotic arm with high force-reflection capability
10.1109/IMPACT.2016.7799985,inproceedings,2016.0,"2016 11th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)",Transient electro-thermal simulation of multi-channel power switch device in enhanced SOIC package
10.1109/ISCAS.2002.1009859,inproceedings,2002.0,2002 IEEE International Symposium on Circuits and Systems (ISCAS),An advanced design method of bursting in Fitzhugh-Nagumo model
10.23919/ACES57841.2023.10114785,inproceedings,2023.0,2023 International Applied Computational Electromagnetics Society Symposium (ACES),Discrete Taylor Transform and Inverse Transform in 2D and 3D
10.1109/PACRIM.2003.1235804,inproceedings,2003.0,2003 IEEE Pacific Rim Conference on Communications Computers and Signal Processing (PACRIM 2003) (Cat. No.03CH37490),Implementation of a mechanics based system for estimating the strength of a board using mixed signals of MOE and x-ray images
10.1109/6.328645,article,1994.0,IEEE Spectrum,Survival of the fittest [technical skills development]
10.1109/ICTON.2006.248450,inproceedings,2006.0,2006 International Conference on Transparent Optical Networks,Using Electromagnetic Wave Chaos to Control the Transmission of Light Through Modulated Photonic Crystals
10.1109/ICCCNT61001.2024.10724675,inproceedings,2024.0,2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),Partitioning-Based Filtering Technique for Accelerated Speckle Reduction in SAR Images
10.1109/ICSMC.1997.638073,inproceedings,1997.0,"1997 IEEE International Conference on Systems, Man, and Cybernetics. Computational Cybernetics and Simulation",Forum: computational cybernetics - its opportunity and challenge
10.1109/ICSSBE.2012.6396519,inproceedings,2012.0,"2012 International Conference on Statistics in Science, Business and Engineering (ICSSBE)",Bayesian reservoir simulation
10.1162/artl_a_00049,article,2011.0,Artificial Life,Biological Design Principles of Complex Feedback Modules in the E. coli Ammonia Assimilation System
10.1109/CCECE.1995.526672,inproceedings,1995.0,Proceedings 1995 Canadian Conference on Electrical and Computer Engineering,Extraction of characteristics from an image by analysis with multiple spatial resolutions
10.1109/EIT.2008.4554340,inproceedings,2008.0,2008 IEEE International Conference on Electro/Information Technology,A unified backward approach to the code book design problem
10.1109/IAI.2000.839568,inproceedings,2000.0,4th IEEE Southwest Symposium on Image Analysis and Interpretation,Image segmentation techniques for object-based coding
